State/UT,District,Temperature (°C),Condition,Humidity (%),Wind Speed (km/h),Last Updated
Meghalaya,East Garo Hills,22.9,Light rain shower,91,9.4,2025-01-20 00:00:00
Meghalaya,East Khasi Hills,7.1,Overcast,65,21.2,2025-01-20 00:00:00
Meghalaya,Jaintia Hills,22.4,Mist,61,16.6,2025-01-20 00:00:00
Meghalaya,Ri Bhoi,17.9,Sunny,21,20.2,2025-01-20 00:00:00
Meghalaya,South Garo Hills,27.3,Partly cloudy,16,15.5,2025-01-20 00:00:00
Meghalaya,South Khasi Hills,7.1,Overcast,65,21.2,2025-01-20 00:00:00
Meghalaya,West Garo Hills,13.6,Sunny,40,11.2,2025-01-20 00:00:00
Meghalaya,West Khasi Hills,7.1,Overcast,65,21.2,2025-01-20 00:00:00
Mizoram,Aizawl,17.2,Sunny,49,5.8,2025-01-20 00:00:00
Mizoram,Champhai,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Mizoram,Hnahthial,16.8,Sunny,28,6.5,2025-01-20 00:00:00
Mizoram,Kolasib,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Mizoram,Lawngtlai,18.3,Sunny,42,7.2,2025-01-20 00:00:00
Mizoram,Lunglei,18.3,Sunny,42,7.2,2025-01-20 00:00:00
Mizoram,Mamit,17.2,Sunny,49,5.8,2025-01-20 00:00:00
Mizoram,Saitual,17.2,Sunny,49,5.8,2025-01-20 00:00:00
Mizoram,Serchhip,18.3,Sunny,42,7.2,2025-01-20 00:00:00
Nagaland,Dimapur,16.9,Sunny,50,6.5,2025-01-20 00:00:00
Nagaland,Kiphire,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Nagaland,Kohima,13.0,Sunny,49,7.6,2025-01-20 00:00:00
Nagaland,Longleng,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Nagaland,Mokokchung,19.0,Sunny,49,7.9,2025-01-20 00:00:00
Nagaland,Mon,19.0,Sunny,49,6.8,2025-01-20 00:00:00
Nagaland,Peren,0.9,Patchy rain possible,84,10.4,2025-01-20 00:00:00
Nagaland,Phek,13.0,Sunny,49,7.6,2025-01-20 00:00:00
Nagaland,Tuensang,19.0,Sunny,49,7.9,2025-01-20 00:00:00
Nagaland,Zunheboto,13.0,Sunny,49,7.6,2025-01-20 00:00:00
Odisha,Angul,21.5,Sunny,27,8.3,2025-01-20 00:00:00
Odisha,Balangir,21.2,Sunny,26,10.4,2025-01-20 00:00:00
Odisha,Bargarh,22.0,Sunny,22,8.6,2025-01-20 00:00:00
Odisha,Bhadrak,21.9,Sunny,39,10.8,2025-01-20 00:00:00
Odisha,Boudh,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Odisha,Cuttack,21.9,Sunny,51,12.6,2025-01-20 00:00:00
Odisha,Deogarh,20.0,Sunny,27,10.4,2025-01-20 00:00:00
Odisha,Dhenkanal,21.9,Sunny,51,12.6,2025-01-20 00:00:00
Odisha,Gajapati,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Odisha,Ganjam,21.4,Sunny,54,13.3,2025-01-20 00:00:00
Punjab,Amritsar,14.7,Sunny,29,12.2,2025-01-20 00:00:00
Punjab,Barnala,15.6,Overcast,30,12.2,2025-01-20 00:00:00
Punjab,Bathinda,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Punjab,Faridkot,15.6,Sunny,27,9.7,2025-01-20 00:00:00
Punjab,Fatehgarh Sahib,15.4,Overcast,32,14.0,2025-01-20 00:00:00
Punjab,Fazilka,16.2,Sunny,24,10.1,2025-01-20 00:00:00
Punjab,Ferozepur,15.6,Sunny,27,11.2,2025-01-20 00:00:00
Punjab,Gurdaspur,14.3,Sunny,35,10.8,2025-01-20 00:00:00
Punjab,Hoshiarpur,15.1,Partly cloudy,40,15.8,2025-01-20 00:00:00
Punjab,Jalandhar,14.7,Partly cloudy,35,14.4,2025-01-20 00:00:00
Rajasthan,Ajmer,20.2,Sunny,48,10.4,2025-01-20 00:00:00
Rajasthan,Alwar,18.1,Sunny,60,14.4,2025-01-20 00:00:00
Rajasthan,Banswara,23.4,Sunny,36,9.4,2025-01-20 00:00:00
Rajasthan,Baran,21.0,Sunny,48,9.4,2025-01-20 00:00:00
Rajasthan,Barmer,21.3,Sunny,34,15.1,2025-01-20 00:00:00
Rajasthan,Bhilwara,20.5,Sunny,44,9.0,2025-01-20 00:00:00
Rajasthan,Bikaner,19.7,Sunny,40,15.8,2025-01-20 00:00:00
Rajasthan,Bundi,20.4,Sunny,52,10.1,2025-01-20 00:00:00
Rajasthan,Chittorgarh,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Rajasthan,Churu,19.2,Partly cloudy,41,12.6,2025-01-20 00:00:00
Sikkim,East Sikkim,7.3,Sunny,48,10.8,2025-01-20 00:00:00
Sikkim,North Sikkim,7.3,Sunny,48,10.8,2025-01-20 00:00:00
Sikkim,South Sikkim,7.3,Sunny,48,10.8,2025-01-20 00:00:00
Sikkim,West Sikkim,7.3,Sunny,48,10.8,2025-01-20 00:00:00
Tamil Nadu,Ariyalur,24.2,Mist,80,22.0,2025-01-20 00:00:00
Tamil Nadu,Chengalpattu,24.1,Partly cloudy,74,21.2,2025-01-20 00:00:00
Tamil Nadu,Chennai,24.8,Partly cloudy,73,20.9,2025-01-20 00:00:00
Tamil Nadu,Coimbatore,24.7,Patchy rain possible,72,14.0,2025-01-20 00:00:00
Tamil Nadu,Cuddalore,24.7,Partly cloudy,78,28.4,2025-01-20 00:00:00
Tamil Nadu,Dharmapuri,23.2,Patchy rain possible,73,15.5,2025-01-20 00:00:00
Tamil Nadu,Dindigul,24.0,Patchy rain possible,77,13.0,2025-01-20 00:00:00
Tamil Nadu,Erode,25.8,Patchy rain possible,68,14.8,2025-01-20 00:00:00
Tamil Nadu,Kallakurichi,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Tamil Nadu,Kanchipuram,23.8,Sunny,74,19.4,2025-01-20 00:00:00
Telangana,Adilabad,22.5,Sunny,24,11.2,2025-01-20 00:00:00
Telangana,Hyderabad,23.4,Sunny,24,11.2,2025-01-20 00:00:00
Telangana,Jagtial,23.0,Sunny,25,7.9,2025-01-20 00:00:00
Telangana,Jangaon,23.3,Sunny,25,12.2,2025-01-20 00:00:00
Telangana,Jayashankar Bhupalapally,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Telangana,Jogulamba Gadwal,25.0,Sunny,31,12.2,2025-01-20 00:00:00
Telangana,Kamareddy,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Telangana,Karimnagar,22.7,Sunny,25,11.9,2025-01-20 00:00:00
Telangana,Khammam,23.8,Mist,56,10.4,2025-01-20 00:00:00
Telangana,Komaram Bheem Asifabad,22.4,Sunny,24,11.2,2025-01-20 00:00:00
Tripura,Dhalai,18.8,Sunny,46,9.7,2025-01-20 00:00:00
Tripura,Khowai,19.0,Sunny,45,9.4,2025-01-20 00:00:00
Tripura,North Tripura,19.6,Sunny,42,11.5,2025-01-20 00:00:00
Tripura,Sepahijala,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Tripura,South Tripura,19.6,Sunny,42,11.5,2025-01-20 00:00:00
Tripura,Unakoti,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Tripura,West Tripura,19.6,Sunny,42,11.5,2025-01-20 00:00:00
Uttar Pradesh,Agra,18.1,Sunny,59,19.1,2025-01-20 00:00:00
Uttar Pradesh,Aligarh,17.5,Sunny,51,23.8,2025-01-20 00:00:00
Uttar Pradesh,Allahabad,19.1,Sunny,51,22.3,2025-01-20 00:00:00
Uttar Pradesh,Ambedkar Nagar,17.6,Sunny,30,14.8,2025-01-20 00:00:00
Uttar Pradesh,Amethi,18.1,Sunny,38,28.1,2025-01-20 00:00:00
Uttar Pradesh,Amroha,17.9,Overcast,35,27.7,2025-01-20 00:00:00
Uttar Pradesh,Auraiya,18.5,Sunny,59,22.3,2025-01-20 00:00:00
Uttar Pradesh,Azamgarh,17.7,Sunny,48,25.6,2025-01-20 00:00:00
Uttar Pradesh,Baghpat,16.8,Overcast,40,21.6,2025-01-20 00:00:00
Uttar Pradesh,Bahraich,18.0,Sunny,39,27.4,2025-01-20 00:00:00
Uttarakhand,Almora,13.9,Overcast,26,8.6,2025-01-20 00:00:00
Uttarakhand,Bageshwar,13.9,Overcast,26,8.6,2025-01-20 00:00:00
Uttarakhand,Chamoli,0.3,Light freezing rain,42,11.5,2025-01-20 00:00:00
Uttarakhand,Champawat,13.9,Overcast,26,8.6,2025-01-20 00:00:00
Uttarakhand,Dehradun,15.2,Overcast,35,10.8,2025-01-20 00:00:00
Uttarakhand,Haridwar,17.5,Sunny,37,14.8,2025-01-20 00:00:00
Uttarakhand,Nainital,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Uttarakhand,Pauri Garhwal,17.1,Overcast,34,24.1,2025-01-20 00:00:00
Uttarakhand,Pithoragarh,14.5,Overcast,26,9.0,2025-01-20 00:00:00
Uttarakhand,Rudraprayag,0.3,Light freezing rain,42,11.5,2025-01-20 00:00:00
West Bengal,Alipurduar,25.1,Sunny,77,15.5,2025-01-20 00:00:00
West Bengal,Bankura,20.7,Sunny,24,14.4,2025-01-20 00:00:00
West Bengal,Birbhum,25.1,Sunny,77,15.5,2025-01-20 00:00:00
West Bengal,Burdwan,20.3,Sunny,29,18.4,2025-01-20 00:00:00
West Bengal,Cooch Behar,19.7,Sunny,42,7.2,2025-01-20 00:00:00
West Bengal,Dakshin Dinajpur,19.0,Sunny,39,13.0,2025-01-20 00:00:00
West Bengal,Hooghly,20.6,Sunny,29,16.6,2025-01-20 00:00:00
West Bengal,Howrah,21.7,Sunny,26,16.2,2025-01-20 00:00:00
West Bengal,Jalpaiguri,19.5,Sunny,43,8.3,2025-01-20 00:00:00
West Bengal,Jhargram,21.4,Sunny,22,13.7,2025-01-20 00:00:00
Andaman and Nicobar Islands,Nicobar,27.7,Partly cloudy,70,21.6,2025-01-20 00:00:00
Andaman and Nicobar Islands,North and Middle Andaman,27.7,Partly cloudy,70,21.6,2025-01-20 00:00:00
Andaman and Nicobar Islands,South Andaman,27.7,Partly cloudy,70,21.6,2025-01-20 00:00:00
Chandigarh,Chandigarh,16.3,Overcast,35,19.8,2025-01-20 00:00:00
Dadra and Nagar Haveli and Daman and Diu,Daman,24.5,Sunny,42,16.9,2025-01-20 00:00:00
Dadra and Nagar Haveli and Daman and Diu,Diu,23.2,Sunny,52,13.0,2025-01-20 00:00:00
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,24.5,Sunny,42,16.9,2025-01-20 00:00:00
Lakshadweep,Aminidivi,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Lakshadweep,Androth,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Lakshadweep,Bithra,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Lakshadweep,Kalapeni,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Lakshadweep,Kavaratti,28.0,Patchy rain possible,71,15.8,2025-01-20 00:00:00
Lakshadweep,Minicoy,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Lakshadweep,Suheli,25.1,Sunny,77,15.5,2025-01-20 00:00:00
Delhi,Central Delhi,18.1,Cloudy,40,18.0,2025-01-20 00:00:00
Delhi,East Delhi,18.1,Cloudy,40,18.0,2025-01-20 00:00:00
Delhi,New Delhi,18.6,Partly cloudy,40,17.6,2025-01-20 00:00:00
Delhi,North Delhi,18.1,Cloudy,40,18.0,2025-01-20 00:00:00
Delhi,North East Delhi,18.1,Cloudy,40,18.0,2025-01-20 00:00:00
Delhi,North West Delhi,18.1,Cloudy,40,18.0,2025-01-20 00:00:00
Delhi,Shahdara,18.8,Cloudy,39,18.4,2025-01-20 00:00:00
Delhi,South Delhi,18.1,Cloudy,40,18.0,2025-01-20 00:00:00
Delhi,South East Delhi,18.1,Cloudy,40,18.0,2025-01-20 00:00:00
Delhi,South West Delhi,18.1,Cloudy,40,18.0,2025-01-20 00:00:00
Puducherry,Karaikal,24.9,Light rain shower,81,25.9,2025-01-20 00:00:00
Puducherry,Mahe,26.2,Partly cloudy,74,18.4,2025-01-20 00:00:00
Puducherry,Puducherry,24.8,Sunny,76,26.3,2025-01-20 00:00:00
Puducherry,Yanam,23.6,Sunny,65,15.5,2025-01-20 00:00:00
